STATION,NAME,DATE,EMXT,PRCP,TAVG,TMAX
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-01,62,2.38,42.8,53.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-02,75,2.24,48,57.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-03,85,2.78,60.7,71.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-04,87,8.3,63.7,74.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-05,95,4.75,66.5,78
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-06,101,0.95,78.4,90.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-07,96,5.7,78.8,88.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-08,94,4.36,77.4,87.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-09,96,6.49,75.4,84.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-10,84,1.86,61.3,73.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-11,80,2.77,53.2,63.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1945-12,63,8.46,38.1,46.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-01,72,3.67,44.2,53
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-02,71,4.9,47.5,59.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-03,80,5.01,59.1,69.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-04,86,5.16,63.1,74.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-05,87,4.37,69.6,79.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-06,93,4.05,75.7,86.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-07,96,2.55,78,87.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-08,97,2.98,77.5,87.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-09,89,3.27,71.5,80.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-10,81,5.03,62.7,73.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-11,83,2.23,57.1,66.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1946-12,73,1.05,48.2,60.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-01,74,9.05,46.4,55.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-02,72,2.1,39.1,50.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-03,81,5.85,44.7,55.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-04,85,4.32,63.5,74.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-05,92,4.76,69.3,81.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-06,97,6.21,75.5,86
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-07,97,0.94,76.9,88.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-08,95,3.85,79.3,89.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-09,98,1.32,74.8,85.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-10,86,4.86,65.7,74.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-11,74,8.09,48.6,56.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1947-12,69,4.46,44,54
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-01,67,4.71,37.6,46.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-02,77,7.04,47.2,56.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-03,85,8.17,56,66.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-04,89,2.51,65,77.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-05,93,4.46,70.5,82.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-06,97,4.61,77.6,90
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-07,99,5.91,79.7,90
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-08,98,5.16,76.7,87.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-09,92,3.03,70.8,81.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-10,82,1.37,59.4,72.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-11,82,14.98,54.9,65.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1948-12,75,4.42,47,56.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-01,80,4.33,51.7,61.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-02,77,7.14,50.1,61
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-03,84,2.55,51,63.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-04,84,6.8,57.7,68.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-05,90,4.32,70.5,82.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-06,95,3.32,75.4,85.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-07,99,3.97,80.3,90.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-08,94,4.48,77.3,87.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-09,92,2.67,70.4,81
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-10,85,2.84,66.6,76.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-11,77,1.46,49.4,63.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1949-12,69,3.02,44.4,54.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-01,77,3.15,54,64
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-02,76,2.61,49,60.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-03,82,5.15,48.8,60.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-04,89,0.69,58.7,71.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-05,91,4.65,72.2,83.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-06,100,4.12,77.5,87.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-07,94,4.83,77.4,87.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-08,93,1.84,77.1,87.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-09,91,3.37,71.2,80.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-10,85,6.02,65.9,76
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-11,83,0.33,47.6,60
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1950-12,72,4.65,40.6,49.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-01,70,2.65,43.8,54.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-02,76,2.16,46.4,58.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-03,82,4.83,52.4,61.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-04,86,3.3,59.5,71
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-05,92,0.55,69,82.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-06,99,7.86,76.8,87.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-07,97,8.01,78.8,89.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-08,97,0.09,80.7,92.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-09,98,4.74,74.3,84.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-10,93,1.37,64.6,75.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-11,72,1.89,46.4,57.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1951-12,72,6.42,46.4,56.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-01,76,2.63,49.6,59.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-02,75,3.56,47.7,57.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-03,79,9.4,51.3,62.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-04,85,2.32,60.4,72.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-05,92,3.15,70.3,82.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-06,101,4.1,81.5,93.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-07,103,2.91,81.2,93.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-08,96,6.43,77.7,87.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-09,90,1.05,71.1,81.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-10,89,0.66,58.6,72.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-11,80,1.81,51.9,63.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1952-12,70,4.51,43.6,52.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-01,70,6.77,46.8,56.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-02,69,5.66,47.1,57.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-03,80,3.62,53.7,64.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-04,85,2.63,59.2,71.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-05,96,6.04,73.7,84.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-06,100,4.65,78,88.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-07,98,5.08,79.4,89.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-08,101,1.4,79.1,91.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-09,94,6.51,72.1,83
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-10,87,0.2,63.9,76.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-11,80,0.75,52.1,65.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1953-12,67,8.04,43.8,52.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-01,72,3.11,45.1,55.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-02,75,1.61,49.9,62.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-03,83,2.93,52.9,64.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-04,89,1.55,65.7,77.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-05,90,2.51,65.1,77.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-06,104,2.81,78.1,90.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-07,102,3.95,81.8,93.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-08,105,2.44,81.8,94.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-09,99,0.52,77.1,90
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-10,98,0.25,64.3,77.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-11,75,4.44,48.8,58.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1954-12,67,2.49,43.7,53.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-01,74,5.32,43.3,53
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-02,71,4.55,47.1,58.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-03,83,2.62,55.2,67.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-04,90,2.27,65.7,78.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-05,93,4.34,72.5,84.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-06,94,2.36,72.8,84.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-07,99,5.72,80.2,90.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-08,98,2.8,80.6,91
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-09,95,1.17,74.4,84.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-10,84,1.64,60.7,73.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-11,80,2.99,50.3,62.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1955-12,77,1.18,42.1,51.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-01,68,2.11,41.7,53.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-02,74,5.65,48.8,58.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-03,79,5.44,52.5,64.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-04,86,6.73,59.5,71.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-05,93,0.82,70.9,82.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-06,98,2.99,76.7,89.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-07,99,6.03,78.8,89.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-08,97,0.49,79.7,91.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-09,96,6.56,71.4,82.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-10,86,2.97,63.6,72.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-11,78,2.14,49.7,61.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1956-12,76,3.78,53.2,63.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-01,76,5.05,45.4,54.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-02,77,3.11,52.4,62.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-03,75,3.95,50.8,60.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-04,88,3.94,63.9,76
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-05,91,5.94,70.2,80.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-06,95,1.32,76.9,87.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-07,98,1.36,79.1,90.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-08,99,1.61,78.2,90.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-09,99,6.53,73.1,82.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-10,78,6.13,58.3,68.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-11,78,9.17,53.5,63.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1957-12,70,3.42,45.4,55.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-01,65,4.09,38,47.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-02,70,4.95,37.7,48.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-03,71,6.08,48.1,57.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-04,87,4.57,60.3,71.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-05,90,3.94,70.1,81.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-06,99,0.87,77.1,88.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-07,95,5.25,79.6,89.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-08,96,4.21,79,89.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-09,93,1.22,73.1,84.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-10,88,0.93,60.7,73.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-11,84,1.5,55.8,67.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1958-12,70,2.57,41.5,52.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-01,72,3.84,42.2,53.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-02,71,4.76,47.3,56.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-03,78,5.96,49.9,62
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-04,85,2.4,62.4,74.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-05,92,11.34,71.1,81.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-06,98,1.97,76.5,87.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-07,98,10.39,79.1,89.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-08,98,1.24,80.6,92.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-09,90,5.54,72.5,81.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-10,89,5.59,63.7,71.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-11,80,2.34,50.5,62.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1959-12,68,3.08,45.4,54.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-01,72,9.47,43.2,52.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-02,67,6.33,42.6,53.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-03,76,4.73,40.7,50.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-04,89,3.34,62.8,75.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-05,94,1.89,67.9,80.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-06,98,1.93,76.6,88.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-07,99,5.64,79.6,90.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-08,94,5.02,78.5,88.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-09,95,6.09,72.9,82.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-10,87,2.3,64.4,75.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-11,74,1.01,51.9,64.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1960-12,72,2.83,39.8,51.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-01,67,2.26,39.3,50.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-02,75,9.24,48.2,58.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-03,79,6.98,54.8,66.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-04,82,6.4,55.7,67.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-05,86,3.38,65.6,76.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-06,92,4.94,73.8,84.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-07,94,6.96,78,88.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-08,96,7.44,76.6,86
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-09,93,1.75,74.2,84.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-10,84,0.2,61.7,75.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-11,86,2.73,56.8,67.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1961-12,72,7.65,43.8,53.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-01,71,5.23,41.9,50.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-02,79,5.38,49.9,61.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-03,78,6.63,48.8,58.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-04,87,6.23,57.9,70.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-05,97,1.57,75.4,88.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-06,95,4.12,75.8,85.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-07,99,3.85,79.4,90.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-08,95,3.68,78.4,90
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-09,96,5.3,71.5,82.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-10,86,1.39,64,76.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-11,72,4.85,50.7,61.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1962-12,70,2.44,41.1,51.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-01,68,5.91,38.5,49.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-02,68,3.76,39.9,51.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-03,86,5.98,57,69.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-04,87,7.9,63.5,75.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-05,92,5.83,69.3,80.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-06,96,12.22,74.6,84.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-07,92,4.74,77.1,87.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-08,95,0.87,79,90.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-09,92,4.64,71.1,81.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-10,88,0,64.7,78.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-11,77,5.44,52.3,64.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1963-12,62,5.79,37.1,47.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-01,72,7.41,41.8,51.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-02,63,5.18,41.1,51.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-03,78,10.9,52.2,64.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-04,86,9.55,61.1,72.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-05,95,4.77,70.6,83.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-06,103,3.51,79.1,91.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-07,90,10.54,76.8,85.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1964-08,94,3.78,76.4,86.1
